Name,Department,Affiliation,Homepage,Matched Areas
Daniel Jackson 0001,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/dnj,"ase, chiconf, fse, icse, issta, oopsla, popl, uist"
Daniel Jiménez-González,Polytechnic University of Catalonia,Polytechnic University of Catalonia,http://personals.ac.upc.edu/djimenez,ics
Daniel Jurafsky,Stanford University,Stanford University,http://web.stanford.edu/~jurafsky,"aaai, acl, chiconf, emnlp, iclr, icml, naacl, nips, oakland, www"
Daniel Kang,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://ddkang.github.io,"aaai, acl, eurosys, iccv, icml, rss, sigmod, vldb"
Daniel Khashabi,Johns Hopkins University,Johns Hopkins University,https://danielkhashabi.com,"aaai, acl, emnlp, iclr, icml, ijcai, naacl, nips"
Daniel Kifer,Pennsylvania State University,Pennsylvania State University,http://www.cse.psu.edu/~duk17,"aaai, ccs, cvpr, icde, iclr, ijcai, kdd, nips, oakland, pets, pldi, pods, popl, sigmod, vldb, www"
Daniel Klein 0001,Univ. of California - Berkeley,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/klein.html,"aaai, acl, cvpr, emnlp, iccv, iclr, icml, ijcai, iros, naacl, nips, www"
Daniel L. Chester,University of Delaware,University of Delaware,https://www.eecis.udel.edu/~chester,"acl, ijcai"
Daniel L. Pimentel-Alarcón,Georgia State University,Georgia State University,https://danielpimentel.github.io/index.html,"aaai, iclr, icml, nips"
Daniel Leithinger,University of Colorado Boulder,University of Colorado Boulder,http://www.leithinger.com,"chiconf, iros, uist"
Daniel Leivant,Indiana University,Indiana University,https://www.cs.indiana.edu/~leivant,"focs, lics, popl, stoc"
Daniel Lohmann,University of Hannover,University of Hannover,https://www.sra.uni-hannover.de/People/lohmann,"dac, emsoft, eurosys, fse, icse, mobisys, ndss, osdi, rtas, rtss, usenixatc"
Daniel Lokshtanov,Univ. of California - Santa Barbara,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/people/faculty/lokshtanov,"aaai, ec, focs, icml, ijcai, ismb, lics, soda, stoc"
Daniel Lowd,University of Oregon,University of Oregon,https://ix.cs.uoregon.edu/~lowd,"aaai, acl, ccs, emnlp, icml, ijcai, kdd, lics, ndss, nips"
Daniel M. Berry,University of Waterloo,University of Waterloo,https://cs.uwaterloo.ca/~dberry,"chiconf, icse, stoc"
Daniel M. Germán,University of Victoria,University of Victoria,http://turingmachine.org,"ase, fse, icse"
Daniel M. Kane,Univ. of California - San Diego,Univ. of California - San Diego,https://cseweb.ucsd.edu/~dakane,"ccs, crypto, focs, icml, nips, pods, soda, stoc"
Daniel M. Romero,University of Michigan,University of Michigan,http://www.dromero.org,"chiconf, www"
Daniel M. Roy 0001,University of Toronto,University of Toronto,http://danroy.org,"iclr, icml, ijcai, lics, nips, osdi, popl"
Daniel Massey,University of Colorado Boulder,University of Colorado Boulder,https://www.colorado.edu/cs/daniel-massey,"imc, sensys, sigcomm, usenixsec"
Daniel Mossé,University of Pittsburgh,University of Pittsburgh,https://www.cs.pitt.edu/~mosse,"emsoft, hpca, iccad, icra, isca, rtas, rtss"
Daniel Moyer,Vanderbilt University,Vanderbilt University,https://dcmoyer.github.io,"aaai, ase, nips"
Daniel N. Rockmore,Dartmouth College,Dartmouth College,http://www.cs.dartmouth.edu/~rockmore,"iccv, nips, soda, stoc"
Daniel Neider,TU Dortmund,TU Dortmund,https://www.rc-trust.ai/neider,"aaai, cav, ijcai, oopsla, popl"
Daniel P. Friedman,Indiana University,Indiana University,http://www.cs.indiana.edu/~dfried,"icfp, lics, oopsla, popl"
Daniel P. Huttenlocher,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://web.mit.edu/hutt/www,"chiconf, cvpr, eccv, iccv, kdd, nips, recomb, soda, www"
Daniel P. Lopresti,Lehigh University,Lehigh University,http://www.cse.lehigh.edu/~lopresti,usenixsec
Daniel P. Miranker,University of Texas at Austin,University of Texas at Austin,https://www.cs.utexas.edu/~miranker,"aaai, icde, ismb, pods, sigmod, vldb, www"
Daniel P. Siewiorek,Carnegie Mellon University,Carnegie Mellon University,https://www.cs.cmu.edu/~dps,"aaai, chiconf, dac, isca, micro, rtss, sigcomm, ubicomp"
Daniel Rakita,Yale University,Yale University,https://cpsc.yale.edu/people/daniel-rakita,"icra, iros, rss, siggraph-asia"
Daniel Raviv,Florida Atlantic University,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/raviv,"cvpr, icra"
Daniel Ritchie,Brown University,Brown University,https://dritchie.github.io,"acl, chiconf, cvpr, eccv, eurographics, iccv, iclr, icml, icra, nips, pldi, siggraph, siggraph-asia, uist"
Daniel Roth 0001,TU Munich,TU Munich,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=6527F70CDE2DF847&pPersonenGruppe=3,"cvpr, eurographics, vr"
Daniel S. Brown,University of Utah,University of Utah,https://www.cs.utah.edu/~dsbrown/index.html,"aaai, iclr, icml, icra, iros, nips"
Daniel S. Hirschberg,Univ. of California - Irvine,Univ. of California - Irvine,http://www.ics.uci.edu/~dan,"focs, soda"
Daniel Seita,University of Southern California,University of Southern California,https://www.cs.cmu.edu/~dseita,"iclr, icra, iros, rss"
Daniel Sheldon,University of Massachusetts Amherst,University of Massachusetts Amherst,https://people.cs.umass.edu/~sheldon,"aaai, cvpr, eccv, iccv, icml, ijcai, nips, vldb"
Daniel Sjölie,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/daniel-sjolie.aspx,chiconf
Daniel Sonntag,University of Oldenburg,University of Oldenburg,https://elearning.uni-oldenburg.de/plugins.php/veranstaltungsverzeichnis/visitenkarte/DSonntag,"aaai, chiconf, cvpr, icml, ijcai, nips"
Daniel Stefankovic,University of Rochester,University of Rochester,https://www.cs.rochester.edu/~stefanko,"focs, icml, naacl, nips, soda, stoc"
Daniel Strüber 0001,Chalmers/GU,Chalmers/GU,https://www.danielstrueber.de,"fse, icse"
Daniel Szafir,University of North Carolina,University of North Carolina,https://cs.unc.edu/person/daniel-szafir,"chiconf, icra, iros, sigcse, vr"
Daniel Sánchez 0003,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/sanchez,"asplos, hpca, isca, micro, pldi, sc, sigmod, vldb"
Daniel Vanderpooten,Université Paris Dauphine,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~vdp,sigir
Daniel Vogel 0001,University of Waterloo,University of Waterloo,https://www.nonsequitoria.com,"chiconf, mobisys, sensys, uist"
Daniel Votipka,Tufts University,Tufts University,https://www.eecs.tufts.edu/~dvotipka,"ccs, chiconf, oakland, usenixsec"
Daniel W. Goldberg,Texas A&M University,Texas A&M University,http://geog.tamu.edu/people/faculty/goldbergdaniel.html,chiconf
Daniel Weiskopf,University of Stuttgart,University of Stuttgart,http://www.visus.uni-stuttgart.de/~weiskopf,"chiconf, eurographics, siggraph-asia, vis, vr"
Daniel Wichs,Northeastern University,Northeastern University,http://www.ccs.neu.edu/home/wichs,"ccs, crypto, eurocrypt, focs, pets, stoc"
Daniel Wong 0001,Univ. of California - Riverside,Univ. of California - Riverside,http://www.danielwong.org,"asplos, dac, hpca, ics, isca, micro, nips, sc"
Daniel Zappala,Brigham Young University,Brigham Young University,https://cs.byu.edu/faculty/zappala,"ccs, chiconf, imc, ndss, oakland, uist, usenixsec"
Daniela E. Damian,University of Victoria,University of Victoria,http://www.uvic.ca/engineering/prospective/undergrad/research/people/?searchstring=&expertid=116&researchtopic=,"fse, icse"
Daniela Grigori,Université Paris Dauphine,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~grigori,vldb
Daniela Marghitu,Auburn University,Auburn University,http://www.eng.auburn.edu/~daniela,sigcse
Daniela Rus,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://www.csail.mit.edu/user/876,"aaai, chiconf, cvpr, iclr, icml, icra, iros, mobicom, nips, pets, rss, sensys, sigcomm, siggraph-asia, soda, ubicomp"
Daniele Antonioli,EURECOM,EURECOM,https://francozappa.github.io,"ccs, ndss, oakland, pets, usenixsec"
Daniele Micciancio,Univ. of California - San Diego,Univ. of California - San Diego,http://cseweb.ucsd.edu/~daniele,"ccs, crypto, eurocrypt, focs, oakland, pets, soda, stoc"
Daniele Panozzo,New York University,New York University,http://cs.nyu.edu/~panozzo,"chiconf, cvpr, eurographics, icra, nips, siggraph, siggraph-asia, uist"
Danielle Albers Szafir,University of North Carolina,University of North Carolina,https://cs.unc.edu/person/danielle-szafir,"chiconf, eurographics, iros, uist, vis, vr"
Danny Chen,University of Notre Dame,University of Notre Dame,http://www3.nd.edu/~dchen,cvpr
Danny Dig,University of Colorado Boulder,University of Colorado Boulder,https://www.colorado.edu/cs/danny-dig,"ase, fse, icse, issta, mobisys, oopsla"
Danny Kopec,CUNY,CUNY,http://www.sci.brooklyn.cuny.edu/~kopec,sc
Danny Yuxing Huang,New York University,New York University,https://engineering.nyu.edu/faculty/danny-yuxing-huang,"ccs, chiconf, imc, kdd, ndss, oakland, pets, ubicomp, usenixsec, www"
Danqi Chen 0001,Princeton University,Princeton University,https://www.cs.princeton.edu/~danqic,"acl, emnlp, iclr, icml, naacl, nips"
Dansong Cheng,Harbin Institute of Technology,Harbin Institute of Technology,http://homepage.hit.edu.cn/chengdansong,cvpr
Danula Hettiachchi,RMIT University,RMIT University,https://www.danulahettiachchi.com,"chiconf, sigir, ubicomp, www"
Danupon Nanongkai,Max Planck Society,Max Planck Society,https://sites.google.com/site/dannanongkai,"focs, icde, sigmetrics, sigmod, soda, stoc, vldb, wine"
Danyang Zhang,CUNY,CUNY,https://www.york.cuny.edu/portal_college/dzhang,"cvpr, eccv, emnlp, nips"
Danyang Zhuo,Duke University,Duke University,https://danyangzhuo.com,"aaai, eurosys, fast, iclr, icml, isca, nips, nsdi, osdi, sigcomm, usenixsec, vldb"
Daojing He,Harbin Institute of Technology,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/hedaojing,"aaai, iclr, icml, nips, usenixsec"
Daoxu Chen,Nanjing University,Nanjing University,https://cs.nju.edu.cn/58/29/c2639a153641/page.htm,emnlp
Daphne Ippolito,Carnegie Mellon University,Carnegie Mellon University,https://www.daphnei.com,"aaai, acl, emnlp, iclr, naacl, nips, usenixsec"
Daqing He,University of Pittsburgh,University of Pittsburgh,http://www.pitt.edu/~dah44,"acl, emnlp, kdd, naacl, sigir, www"
Daqing Zhang 0001,Peking University,Peking University,http://www.sei.pku.edu.cn/people/dqzhang,"mobicom, mobisys, nsdi, sensys, ubicomp, www"
Dario Colazzo,Université Paris Dauphine,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~colazzo,"icfp, lics, popl, vldb, www"
Dario D. Salvucci,Drexel University,Drexel University,http://www.mcs.drexel.edu/~salvucci,chiconf
Dario Fiore 0001,IMDEA Software Institute,IMDEA Software Institute,http://www.dariofiore.it,"ccs, crypto, eurocrypt, oakland, pets"
Darius Burschka,TU Munich,TU Munich,http://www6.in.tum.de/burschka,"eccv, eurographics, icra, iros"
Dariusz Biernacki,University of Wroclaw,University of Wroclaw,http://www.ii.uni.wroc.pl/~dabi,"icfp, lics, popl"
Dariusz R. Kowalski,Augusta University,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=DKOWALSKI,"aaai, focs, icml, ijcai, nips, soda, stoc"
Darko Marinov,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://mir.cs.illinois.edu,"ase, asplos, cav, chiconf, fse, icse, issta, micro, oopsla"
Darko Stefanovic,University of New Mexico,University of New Mexico,https://www.cs.unm.edu/~darko,"ccs, nips, oopsla, sigmetrics"
Darrell D. E. Long,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~darrell,"fast, icde, mobicom, oakland, osdi, sc, usenixatc"
Darren Gergle,Northwestern University,Northwestern University,http://dgergle.soc.northwestern.edu,"chiconf, mobisys, sigir"
Dave Levin,University of Maryland - College Park,University of Maryland - College Park,http://www.cs.umd.edu/~dml,"ccs, eurosys, imc, ndss, nsdi, oakland, sigcomm, sigmetrics, usenixsec, www"
Dave Touchette,Université de Sherbrooke,Université de Sherbrooke,https://www.usherbrooke.ca/informatique/personnel/corps-professoral/professeurs/dave-touchette,"focs, stoc"
Dave Zachariah,Uppsala University,Uppsala University,https://www.uu.se/kontakt-och-organisation/personal?query=N13-1398,"iclr, icml, icra, nips"
Davi Geiger,New York University,New York University,http://cs.nyu.edu/geiger,"cvpr, eccv, iccv, nips"
David A. Bader,NJIT,NJIT,http://www.cc.gatech.edu/~bader,"ics, kdd, sc, vldb"
David A. Basin,ETH Zurich,ETH Zurich,https://www.inf.ethz.ch/personal/basin,"aaai, cav, ccs, chiconf, icml, ijcai, issta, lics, nsdi, oakland, oopsla, pets, popl, sigcomm, sigmod, usenixsec, vldb, www"
David A. Forsyth,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://luthuli.cs.uiuc.edu/~daf,"acl, chiconf, cvpr, eccv, iccv, iclr, icml, nips, oakland, siggraph, siggraph-asia, uist"
David A. McAllester,TTI Chicago,TTI Chicago,http://ttic.uchicago.edu/~dmcallester,"aaai, acl, cvpr, eccv, emnlp, focs, icfp, icml, icra, ijcai, iros, lics, nips, oopsla, pldi"
David A. Mix Barrington,University of Massachusetts Amherst,University of Massachusetts Amherst,https://www.cics.umass.edu/~barring,"lics, stoc"
David A. Naumann,Stevens Institute of Technology,Stevens Institute of Technology,http://www.cs.stevens.edu/~naumann,"ccs, lics, oakland, oopsla, popl"
David A. Plaisted,University of North Carolina,University of North Carolina,https://www.cs.unc.edu/~plaisted,"aaai, focs, lics, stoc"
David A. Smith,Northeastern University,Northeastern University,http://www.ccs.neu.edu/home/dasmith,"aaai, acl, emnlp, naacl, sigir"
David A. Sontag,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://cs.nyu.edu/~dsontag,"aaai, acl, chiconf, eccv, emnlp, icml, ijcai, kdd, nips, uist"
David A. Umphress,Auburn University,Auburn University,http://www.eng.auburn.edu/~umphress/David_Umphress/DavidUmphress.html,sigcse
David A. Wagner 0001,Univ. of California - Berkeley,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~daw,"ccs, chiconf, crypto, eccv, eurocrypt, fast, iccv, iclr, icml, icse, mobicom, mobisys, naacl, ndss, nips, oakland, pets, sensys, usenixsec, www"
David Alex Lamb,Queen’s University,Queen’s University,http://research.cs.queensu.ca/~dalamb,icse
David Alvarez-Melis,Harvard University,Harvard University,https://seas.harvard.edu/person/david-alvarez-melis,"emnlp, iclr, icml, nips"
David B. Johnson 0001,Rice University,Rice University,https://www.cs.rice.edu/~dbj,"mobicom, ndss, sensys"
David B. Leake,Indiana University,Indiana University,https://www.cs.indiana.edu/~leake,"aaai, ijcai"
David B. Lindell,University of Toronto,University of Toronto,https://davidlindell.com,"aaai, cvpr, eccv, iccv, iclr, icml, nips, siggraph, siggraph-asia, ubicomp"
David B. Shmoys,Cornell University,Cornell University,https://people.orie.cornell.edu/shmoys,"aaai, focs, nsdi, sigcomm, sigcse, soda, stoc"
David B. Whalley,Florida State University,Florida State University,http://www.cs.fsu.edu/~whalley,"emsoft, ics, isca, micro, pldi, rtas, rtss, sigcse, sigmetrics"
David Baelde,Ecole Normale Superieure de Cachan,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~baelde,"ccs, lics, oakland, pods"
David Bamman,Univ. of California - Berkeley,Univ. of California - Berkeley,http://people.ischool.berkeley.edu/~dbamman,"acl, chiconf, emnlp, icml, naacl"
David Bau,Northeastern University,Northeastern University,https://baulab.info,"cvpr, eccv, emnlp, iccv, iclr, nips, siggraph, siggraph-asia"
David Bindel,Cornell University,Cornell University,http://www.cs.cornell.edu/~bindel,"asplos, cvpr, eccv, emnlp, focs, icml, imc, kdd, nips, sigcomm, siggraph-asia, vldb, www"
David Black-Schaffer,Uppsala University,Uppsala University,https://katalog.uu.se/profile/?id=N9-1278,"asplos, hpca, ics, isca, micro, oopsla"
David Broman,KTH Royal Institute of Technology,KTH Royal Institute of Technology,https://www.kth.se/profile/dbro,"asplos, cav, emnlp, emsoft, nips, popl, rtas, rtss, sigcse"
David Brooks 0001,Harvard University,Harvard University,https://www.seas.harvard.edu/directory/dbrooks,"asplos, dac, hpca, iccad, iclr, icml, ics, iros, isca, micro, nips"
David Brumley,Carnegie Mellon University,Carnegie Mellon University,https://users.ece.cmu.edu/~dbrumley,"cav, ccs, eurosys, fse, icse, imc, ndss, nsdi, oakland, usenixsec"
David C. Brown,Worcester Polytechnic Institute,Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/dcb.html,aaai
David C. Noelle,Univ. of California - Merced,Univ. of California - Merced,https://eecs.ucmerced.edu/content/david-noelle,ijcai
David C. Parkes,Harvard University,Harvard University,http://www.eecs.harvard.edu/~parkes,"aaai, ccs, chiconf, ec, iclr, icml, ijcai, kdd, nips, nsdi, sigcse, stoc, wine, www"
David C. Shepherd,Louisiana State University,Louisiana State University,https://csc.lsu.edu/~dshepherd,"ase, chiconf, fse, icse, oopsla, sigcse"
David Cash,University of Chicago,University of Chicago,https://people.cs.uchicago.edu/~davidcash,"ccs, crypto, eurocrypt, ndss, oakland, usenixsec, vldb"
David Chiang 0001,University of Notre Dame,University of Notre Dame,http://www3.nd.edu/~dchiang,"acl, emnlp, iclr, icml, naacl, nips, oopsla"
David Churchill,Memorial University of Newfoundland,Memorial University of Newfoundland,http://www.cs.mun.ca/~dchurchill,iros
