institution,latitude,longitude,street_address,city,zip_code,country
"Drivendata, Inc.",39.746693,-104.92313,Hudson Street,Denver,80220,United States
"Nala Systems, Inc.",35.83749,-78.81276,Aviation Parkway,Morrisville,27560,United States
"Heykiddo, Llc",39.936455,-75.14586,Beck Street,Philadelphia,19147,United States
"Electrasteel, Inc.",40.07163,-105.20406,Lookout Road,Boulder,80301,United States
"Alva Health, Inc.",32.783337,-96.797554,North Saint Paul Street,Dallas,75201,United States
"Community College Of Baltimore County, Essex",39.265984,-76.51313,Sollers Point Road,Dundalk,21222,United States
University Of Baltimore,39.289642,-76.6123,South Calvert Street,Baltimore,21202,United States
Public Policy Lab,40.70421,-73.98692,Jay Street,New York,11201,United States
Seedai Inc,38.9044,-77.0194,L Street Northwest,Washington,20001,United States
Champlain College Incorporated,44.47549,-73.20583,South Willard Street,Burlington,05401,United States
University Of Nebraska,40.82753,-96.66524,Holdrege Street,Lincoln,68503,United States
College Of William & Mary Richard Bland College,37.222706,-77.28733,Courts Drive,Prince George,23875,United States
Saint Francis University,45.386948,-93.35858,Bridge Street Northwest,St. Francis,55070,United States
Albany College Of Pharmacy,42.65217,-73.778595,New Scotland Avenue,Albany,12208,United States
Rowan College Of Burlington County,39.971375,-74.893,College Circle,Mount Laurel,08054,United States
Alvernia University,40.31015,-75.937065,Saint Bernardine St,Reading,19607,United States
Washburn University Of Topeka,39.03581,-95.70119,Southwest College Avenue,Topeka,66621,United States
Wichita State University Campus Of Applied Sciences & Technology,37.757343,-97.22418,North Webb Road,Wichita,67226,United States
University Of The Incarnate Word,29.466896,-98.46586,Broadway,San Antonio,78209,United States
Rose State College,36.21963,-95.029274,Cr N4480,Rose,74352,United States
Jefferson College,45.522667,-122.98977,East Main Street,Hillsboro,97123,United States
Research Foundation D/B/A Stella & Charles Community College,42.75121,-75.46525,13460,Sherburne,,United States
Northern Marianas College,43.520992,-71.701355,Crescent Street,Hill,03243,United States
Medical University Of South Carolina,32.786797,-79.947205,Ashley Avenue,Charleston,29425,United States
Liberty University,37.35344,-79.1774,University Boulevard,Lynchburg,24515,United States
Angel Capital Association,34.04805,-118.25419,West 6th Street,Los Angeles,90014,United States
Bioindustrial Manufacturing And Design Ecosystem,37.84695,-122.292984,65th Street,Emeryville,94608,United States
"Nona Research Foundation, Inc",42.425343,-71.06782,Centre Street,Malden,02148,United States
American Association Of Community Colleges,38.909134,-77.044495,Dupont Circle Northwest,Washington,20036,United States
Saint Mary's University Of Minnesota,44.051777,-91.63831,Main Street,Winona,55987,United States
Metadata Game Changers Llc,40.056454,-105.280266,14th Street,Boulder,80304,United States
"Insilica, Llc",38.98609,-77.14433,River Road,Bethesda,20817,United States
Sirenopt Inc,37.74069,-122.20093,Edgewater Drive,Oakland,94621,United States
Department Of State,38.894638,-77.04893,C Street Northwest,Washington,20520,United States
Translational Genomics Research Instittue,33.453087,-112.06702,North 5th Street,Phoenix,85004,United States
University Of Maine Farmington,44.66909,-70.14924,Main Street,Farmington,04938,United States
Lisa Fitzpatrick & Associates Md Pc,38.90279,-77.01831,K Street Northwest,Washington,20001,United States
St. Cloud State University,45.56037,-94.16044,7th Avenue North,St. Cloud,56303,United States
Linguistic Society Of America,38.89674,-77.04694,21st Street Northwest,Washington,20006,United States
Pennsylvania Western University,40.06648,-79.88998,3rd Street,California,15419,United States
Botanical Research Institute Of Texas,32.742046,-97.36241,University Drive,Fort Worth,76107,United States
Social Science Research Council,40.69633,-73.99759,Pierrepont Place,New York,11201,United States
"Global Atmospheric Technologies And Sciences, Inc.",37.089222,-76.47046,Canon Boulevard,Newport News,23606,United States
College Of Southern Nevada,36.221264,-115.10498,East Cheyenne Avenue,North Las Vegas,89030,United States
American Indian Science And Engineering Society (Aises),35.15685,-106.68009,Riverside Plaza Lane Northwest,Albuquerque,87120,United States
The New School,40.73558,-73.997,West 12th Street,New York,10011,United States
"Cast, Inc.",42.51216,-71.03419,Salem Street,Lynnfield,01940,United States
Truckee Meadows Community College,39.571423,-119.79694,Dandini Boulevard,Reno,89512,United States
University Of Saint Thomas,39.91753,-77.79778,Lincoln Way West,Saint Thomas,17252,United States
Baton Rouge Community College,30.447962,-91.13796,Community College Drive,Baton Rouge,70806,United States
"Southern Center For Environmental Justice Inc., Deep South Cente",29.975962,-90.0782,North Broad Street,New Orleans,70119,United States
Point Reyes Bird Observatory,38.227787,-122.590996,Cypress Drive,Petaluma,94954,United States
Environmental Law Institute,38.905422,-77.03995,M Street Northwest,Washington,20036,United States
Ohio Wesleyan University,40.2988,-83.06777,East William Street,Delaware,43015,United States
Ivy Tech Community College Of Indiana,39.80485,-86.15721,West Fall Creek Parkway North Drive,Indianapolis,46208,United States
American Statistical Association,38.812878,-77.045616,North Washington Street,Alexandria,22314,United States
Onai Inc.,37.30234,-122.031334,Coronado Drive,San Jose,95129,United States
Jacksonville University,30.350863,-81.606415,University Boulevard North,Jacksonville,32211,United States
Museum Of Science,42.367695,-71.07132,Science Park,Cambridge,02114,United States
Open Source Instruments Inc.,42.383705,-71.20822,Beaver Street,Waltham,02452,United States
"Epirus, Inc.",33.95634,-118.30902,South Western Avenue,Los Angeles,90047,United States
"Volexion, Inc.",42.050335,-87.68433,Maple Avenue,Evanston,60201,United States
Ranial Systems Inc,40.74878,-73.938934,Jackson Avenue,New York,11101,United States
"Farther Farms, Inc.",43.157646,-77.60532,East Main Street,Rochester,14604,United States
Emerging Futures Llc,45.52835,-122.68065,Northwest 10th Avenue,Portland,97209,United States
"Aesir Technologies, Inc.",37.06207,-94.40308,East 26th Street,Joplin,64804,United States
"Cision Vision, Inc.",37.38735,-122.04839,North Bernardo Avenue,Mountain View,94043,United States
Glossifi Inc.,34.05966,-81.5844,Watkins Point Road,Batesburg-Leesville,29006,United States
Space Domain Awareness Inc.,28.58967,-81.1981,Progress Drive,Orlando,32826,United States
"Tagore Technology, Inc.",42.134148,-87.99151,West Campus Drive,Arlington Heights,60004,United States
Blocky Inc.,45.679646,-111.03237,East Main Street,Bozeman,59715,United States
"Batchelor, Cameron J",42.38373,-82.90399,Cameron Place,Grosse Pointe,48230,United States
Viatechnik Llc,41.885258,-87.621414,East Randolph Street,Chicago,60601,United States
Columbia Gorge Community College,45.58873,-121.18946,East Scenic Drive,The Dalles,97058,United States
"Nanovms, Inc.",37.779957,-122.3921,Townsend Street,San Francisco,94107,United States
Haskell Foundation,41.48393,-86.90197,South Haskell Road,Wanatah,46390,United States
"Subsea Data Systems, Inc.",27.10147,-80.26831,Kansas Avenue,Stuart,34997,United States
Stochastic Research Technologies Llc,42.27319,-88.247116,Crystal Way,Crystal Lake,60012,United States
Howe Industries Llc,33.63852,-111.88557,91st Street,Scottsdale,85260,United States
Denver Botanic Gardens,39.74168,-104.98611,North Lincoln Street,Denver,80203,United States
Boron Nitride Power Llc,41.884933,-87.61485,Harbor Drive,Chicago,60601,United States
Tibbar Plasma Technologies Inc.,35.8794,-106.28421,Dp Road,Los Alamos,87544,United States
Columbia College,41.881954,-87.63236,West Madison Street,Chicago,60602,United States
"Amcyt, Inc.",38.621338,-121.058556,Hillsdale Circle,El Dorado Hills,95762,United States
"Landsdowne Labs, Llc",41.1591,-73.255615,North Benson Road,Fairfield,06824,United States
"Brainsoft, Llc",41.99859,-93.6381,North Loop Drive,Ames,50010,United States
"Bluewonder Creative, Llc",36.23526,-86.697464,Steamboat Drive,Nashville,37214,United States
Monogram Orthopaedics Inc.,30.211922,-97.73588,Todd Lane,Austin,78744,United States
Orion Labs Llc,40.30348,-104.910736,Black Duck Avenue,Johnstown,80534,United States
Blinxel Llc,34.052124,-118.252686,South Grand Avenue,Los Angeles,90071,United States
"Independence Science, Llc",40.461784,-86.92968,Kent Avenue,West Lafayette,47906,United States
"Cambrian Works, Inc.",38.9556,-77.364494,Sunset Hills Road,Reston,20190,United States
Futuresthrive Ltd,41.07955,-73.50326,Deepwood Road,Darien,06820,United States
Arith Inc.,37.42375,-122.10533,Bibbits Drive,Palo Alto,94303,United States
Spekciton Biosciences Llc,39.820442,-75.52263,Berwyn Road,Wilmington,19810,United States
Protein Engines Llc,47.66172,-122.318146,9th Avenue Northeast,Seattle,98105,United States
Kineticcore Solutions Llc,40.38,-105.09149,14th Street Southwest,Loveland,80537,United States
Arix Technologies Inc,30.694054,-91.261116,Treakle Drive,Jackson,70748,United States
Ot App Design Llc,40.747185,-74.37969,Milton Avenue,Chatham,07928,United States
American Nanotechnologies Inc.,35.942505,-83.952675,Osprey Vista Way,Knoxville,37920,United States
Optera Llp,36.07725,-79.81165,Hillcrest Drive,Greensboro,27403,United States
Evoseer Llc,41.31837,-105.56953,East Harney Street,Laramie,82072,United States
"Singularity Energy, Inc.",42.38171,-71.102776,Somerville Avenue,Somerville,02143,United States
"Nextgen Battery Technologies, Llc",32.56298,-82.9443,Claxton Dairy Road,Dublin,31021,United States
"Wavearray Antifouling Systems, Llc",26.028662,-81.64007,Basik Drive,Naples,34114,United States
Leaf Global Fintech Corporation,39.69594,-105.38521,Woodland Lane,Evergreen,80439,United States
Johns Hopkins School Of Medicine,39.40076,-76.605225,Washington Avenue,Towson,21204,United States
University Of Illinois At Urbana Champaign,40.11631,-88.24266,East University Avenue,Champaign,61820,United States
"Ambi Robotics, Inc.",37.873222,-122.30105,Fifth Street,Berkeley,94710,United States
Distributed Spectrum Llc,40.74512,-73.99362,West 25th Street,New York,10001,United States
"Organicsmart, Inc.",40.068283,-75.46486,Duportail Road,Chesterbrook,19087,United States
"Oneseventeen Media, Pbc",30.681946,-97.83937,Alava Way,Liberty Hill,78642,United States
Subuas Llc,40.591873,-74.57584,Linberger Drive,Bridgewater,08807,United States
"Blockalytics, Llc",33.98766,-84.46461,Nestle Creek Drive Northeast,Marietta,30062,United States
Belmont Scientific Inc.,42.377068,-71.160126,Park Road,Belmont,02478,United States
Rush River Research Corporation,44.70308,-92.34691,455th Avenue,Ellsworth,54011,United States
"Cyberspara, Inc.",44.68121,-75.09375,County Road 35,Potsdam,13676,United States
Innovbot Llc,41.28546,-73.78895,Sultana Drive,Yorktown Heights,10598,United States
Petl Fluidics Llc,43.052715,-77.498116,East Street,Pittsford,14534,United States
"Skuchain, Inc.",37.397316,-122.058266,East Middlefield Road,Mountain View,94043,United States
"Subseasail, Inc",32.74461,-117.215675,James Street,San Diego,92106,United States
Teverra Llc,33.851933,-84.345505,Arbor Trace Northeast,Brookhaven,30319,United States
"Proximal, Llc",35.751656,-78.66354,Carolina Pines Avenue,Raleigh,27603,United States
Nomis Power Group Llc,42.72306,-73.75559,Appletree Lane,Newtonville,12110,United States
Zymosense Inc.,42.04388,-93.62847,Mckinley Court,Ames,50010,United States
Opal Ai Inc.,34.07998,-118.28662,North Virgil Avenue,Los Angeles,90004,United States
"Im Technologies, Llc",40.9472,-72.89208,Robinson Street,Shoreham,11786,United States
"Tqintelligence, Inc.",33.86339,-84.23151,Henderson Road,Tucker,30084,United States
"Marel Power Solutions, Inc.",34.003033,-118.15408,Harbor Street,Commerce,90040,United States
"Arctura, Inc.",41.452877,-71.53743,Curtis Corner Road,South Kingstown,02879,United States
"Quantum Simulation Technologies, Inc.",42.357605,-71.1468,Guest Street,Brighton,02135,United States
Liv Labs Inc.,33.77356,-84.296524,North Mcdonough Street,Decatur,30030,United States
Beyond The Dome Inc,38.276474,-122.66708,Redwood Way,Petaluma,94954,United States
Wildlife Imaging Systems Llc,44.33519,-73.10593,Mechanicsville Road,Hinesburg,05461,United States
"Psyonic, Inc.",32.904594,-117.11141,Businesspark Avenue,San Diego,92131,United States
"Lunar Resources, Inc.",29.54703,-95.09556,Point Lookout Drive,Houston,77058,United States
Dauphin Island Sea Lab,30.254267,-88.1124,Le Moyne Drive,Dauphin Island,36528,United States
"Fernandez, Nicolas",42.27333,-83.73822,Monroe Street,Ann Arbor,48104,United States
"Obsidian Sensors, Inc.",32.90522,-117.19748,Pacific Center Boulevard,San Diego,92121,United States
"Two Bears Environmental Consulting, Llc",61.16492,-149.7011,Farpoint Drive,Anchorage,99507,United States
"Vulcan Biologics, Inc.",33.636974,-117.8285,Angelou Street,Irvine,92617,United States
Securesemi Corporation,37.452236,-121.890366,North Park Victoria Drive,Milpitas,95035,United States
Epixego Inc.,37.55786,-121.94833,Celada Court,Fremont,94539,United States
Volta Energy Inc,42.376163,-71.9554,Main Street,Rutland,01543,United States
Cord,31.53561,-97.18872,Bosque Boulevard,Waco,76710,United States
Wild Me,43.641624,-70.24101,Pine Street,South Portland,04106,United States
"Mapless Ai, Inc.",40.439377,-79.99676,Fifth Avenue,Pittsburgh,15219,United States
Psi Chi Inc,35.051933,-85.3021,East 4th Street,Chattanooga,37403,United States
Zsense Systems Llc,41.07236,-81.5195,Wolf Ledges Parkway,Akron,44311,United States
"Ciphermode Labs, Inc.",47.578663,-122.159225,Southeast 36th Street,Bellevue,98006,United States
Omicscraft Llc,38.927803,-77.02279,Georgia Avenue Northwest,Washington,20001,United States
Surgivance Inc.,40.765175,-73.95994,East 67th Street,New York,10065,United States
"Altect, Inc.",30.32315,-97.72578,North Lamar Boulevard,Austin,78751,United States
Lepidext Llc,38.05386,-84.4695,Oak Hill Drive,Lexington,40505,United States
"Brilliantmd, Llc",32.83588,-117.273964,Eads Avenue,La Jolla,92037,United States
"Exciplex, Inc.",42.898766,-85.471,36th Street Southeast,Ada,49301,United States
Optimizing Mind,37.444508,-122.16095,Hamilton Avenue,Palo Alto,94301,United States
"Onyx Aerospace, Inc.",34.74033,-86.64703,Sparkman Drive Northwest,Huntsville,35816,United States
"Coreless Technologies, Inc.",36.955055,-122.05036,Delaware Avenue,Santa Cruz,95060,United States
"Capienda Biotech, Llc",33.125717,-117.27209,Corte Del Cedro,Carlsbad,92011,United States
Rapid Radicals Technology Llc,42.98469,-87.87764,East Ohio Avenue,Milwaukee,53207,United States
"Paradigm Of Ny, Llc",43.094563,-77.62994,Brighton-Henrietta Town Line Road,Brighton,14623,United States
"If, Llc",42.884766,-89.2134,Taylor Lane,Stoughton,53589,United States
Rift Valley Health Company,40.142097,-105.10814,James Circle,Longmont,80501,United States
